ImageID,Source,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside
0057224124fe62c6,xclick,/m/080hkjn,1,0.720698,0.830424,0.161836,0.410628,1,0,0,0,0
0061ef57274343be,xclick,/m/080hkjn,1,0.287856,0.394303,0.078000,0.478000,1,0,0,0,0
0061ef57274343be,xclick,/m/080hkjn,1,0.650675,0.767616,0.600000,0.776000,0,0,0,0,0
00659d7f965d257c,xclick,/m/080hkjn,1,0.478125,0.935000,0.381875,0.997500,1,0,0,0,0
006d6be4bc30c7d6,xclick,/m/080hkjn,1,0.090625,0.426250,0.469101,0.999064,1,1,0,0,0
007929f1b58dc835,xclick,/m/080hkjn,1,0.215820,0.321289,0.511765,0.782353,1,0,0,0,0
007929f1b58dc835,xclick,/m/080hkjn,1,0.540039,0.666016,0.447059,0.685294,1,0,0,0,0
007929f1b58dc835,xclick,/m/080hkjn,1,0.691406,0.800781,0.747059,0.998529,1,1,0,0,0
00874b352b4e94ac,xclick,/m/080hkjn,1,0.000000,0.999000,0.043379,0.996575,0,1,0,0,0
0088d22ff27ee3da,xclick,/m/080hkjn,1,0.224375,0.831250,0.080000,0.555000,1,0,1,0,0
0088d22ff27ee3da,xclick,/m/080hkjn,1,0.836250,0.999375,0.000000,0.496667,1,1,0,0,0
008ab3a0d729f6a6,xclick,/m/080hkjn,1,0.014706,0.205882,0.261438,0.808824,0,0,0,1,0
008ab3a0d729f6a6,xclick,/m/080hkjn,1,0.352941,0.508170,0.434641,0.714052,1,0,0,1,0
008ab3a0d729f6a6,xclick,/m/080hkjn,1,0.514706,0.794118,0.336601,0.962418,1,0,0,1,0
008efeb9b8ade9cf,xclick,/m/080hkjn,1,0.604375,0.938125,0.315833,0.858333,0,0,0,0,0
00900401581fd3f8,xclick,/m/080hkjn,1,0.770625,0.890625,0.480986,0.645775,1,0,0,0,0
0094617539a2aafc,xclick,/m/080hkjn,1,0.158125,0.897500,0.065833,0.627500,1,0,0,0,0
00a95f8886bf1b4d,xclick,/m/080hkjn,1,0.646250,0.901250,0.349906,0.846154,1,0,0,0,0
00b7abdc11a2d863,xclick,/m/080hkjn,1,0.134286,0.880000,0.000000,0.910000,1,0,0,0,0
00b7ddf38fa638c4,xclick,/m/080hkjn,1,0.303750,0.705000,0.127500,0.800625,0,0,0,1,0
00c1dad9a0cbb317,xclick,/m/080hkjn,1,0.658333,0.880833,0.422500,0.842500,1,0,0,0,0
00c87b600b1f0aa2,xclick,/m/080hkjn,1,0.100625,0.351875,0.617261,0.999062,1,1,0,0,0
00c87b600b1f0aa2,xclick,/m/080hkjn,1,0.632500,0.883750,0.365854,0.999062,1,1,0,0,0
00ea896ec3e354d9,xclick,/m/080hkjn,1,0.184874,0.787115,0.083125,0.900000,1,0,0,0,0
0104c2c25f3362ac,xclick,/m/080hkjn,1,0.433007,0.777778,0.370915,0.661765,1,0,0,0,0
0114f4debe678ae5,xclick,/m/080hkjn,1,0.684375,0.854688,0.543750,0.890625,1,1,0,0,0
0120f35ef96377cf,xclick,/m/080hkjn,1,0.231395,0.447154,0.405879,0.614759,1,0,0,0,0
0120f35ef96377cf,xclick,/m/080hkjn,1,0.718574,0.889306,0.211382,0.535960,1,0,0,0,0
01234935dca4b94d,xclick,/m/080hkjn,1,0.050625,0.157500,0.486667,0.877778,1,0,0,0,0
01234935dca4b94d,xclick,/m/080hkjn,1,0.155000,0.349375,0.306667,0.686667,1,0,0,0,0
01234935dca4b94d,xclick,/m/080hkjn,1,0.244375,0.368750,0.365556,0.636667,1,0,0,0,0
01234935dca4b94d,xclick,/m/080hkjn,1,0.381250,0.568750,0.474444,0.723333,1,0,0,0,0
01234935dca4b94d,xclick,/m/080hkjn,1,0.596875,0.768125,0.386667,0.751111,1,0,0,0,0
01234935dca4b94d,xclick,/m/080hkjn,1,0.809375,0.944375,0.537778,0.874444,1,0,0,0,0
013b2cc9ea522ebb,xclick,/m/080hkjn,1,0.373051,0.703786,0.274167,0.539167,1,0,0,0,0
014ce5adc23740b1,xclick,/m/080hkjn,1,0.239583,0.392361,0.428125,0.637500,1,0,0,0,0
01533d2d303a9c50,xclick,/m/080hkjn,1,0.062395,0.965430,0.000000,0.873438,0,1,0,0,0
016224b71dbc9c55,xclick,/m/080hkjn,1,0.473125,0.816250,0.504425,0.967130,1,0,0,0,0
01796c027588f4d4,xclick,/m/080hkjn,1,0.259375,0.756250,0.027384,0.970727,0,0,0,0,0
01b92a2775508ce1,xclick,/m/080hkjn,1,0.522876,0.686275,0.418301,0.700980,1,0,0,0,0
01bd2942e759623f,xclick,/m/080hkjn,1,0.091000,0.299000,0.384000,0.852000,1,0,0,0,0
01c293378eeeb98a,xclick,/m/080hkjn,1,0.001944,0.270165,0.543265,0.816235,1,1,0,0,0
01c293378eeeb98a,xclick,/m/080hkjn,1,0.261419,0.786200,0.595004,0.960749,1,0,0,0,0
01cee58eb230568b,xclick,/m/080hkjn,1,0.574167,0.981667,0.400625,0.667500,1,0,0,0,0
01dced89d5f96da8,xclick,/m/080hkjn,1,0.762500,0.879375,0.549167,0.844167,1,0,0,0,0
01e364a3f5f0b519,xclick,/m/080hkjn,1,0.475000,0.676562,0.268195,0.986042,1,0,0,1,0
01ee5c6549979be6,xclick,/m/080hkjn,1,0.055514,0.903976,0.000000,0.958125,0,1,0,0,0
01f192a77653b520,xclick,/m/080hkjn,1,0.112963,0.233333,0.232313,0.544879,1,0,0,0,0
01f3d9e7df9841ae,xclick,/m/080hkjn,1,0.599375,0.999375,0.000000,0.839167,1,1,1,0,0
0200165f9ce09e0c,xclick,/m/080hkjn,1,0.058125,0.247500,0.000000,0.584428,0,1,0,0,0
0204e87c3060c4cf,activemil,/m/080hkjn,1,0.527143,1.000000,0.354911,0.915179,-1,-1,-1,-1,-1
0204e87c3060c4cf,xclick,/m/080hkjn,1,0.000000,0.992857,0.000000,0.948661,0,1,1,0,0
0208699161f137b3,xclick,/m/080hkjn,1,0.452000,0.628000,0.340426,0.851064,1,0,0,0,0
021963a3fb9f30ac,xclick,/m/080hkjn,1,0.000625,0.246250,0.030000,0.882500,1,1,0,0,0
021963a3fb9f30ac,xclick,/m/080hkjn,1,0.184375,0.800000,0.070833,0.940833,0,0,0,0,0
021bab4729b8cf9d,activemil,/m/080hkjn,1,0.138810,0.597734,0.466250,0.800000,-1,-1,-1,-1,-1
021bab4729b8cf9d,xclick,/m/080hkjn,1,0.124646,0.592068,0.757500,0.999375,1,1,0,0,0
021d91e80836c2f1,xclick,/m/080hkjn,1,0.532222,0.700000,0.117211,0.274481,1,0,0,0,0
021d91e80836c2f1,xclick,/m/080hkjn,1,0.756667,0.856667,0.139466,0.265579,1,0,0,0,0
021d91e80836c2f1,xclick,/m/080hkjn,1,0.898889,0.998889,0.140950,0.270030,1,1,0,0,0
0224e7521bba044c,xclick,/m/080hkjn,1,0.340855,0.719715,0.010955,0.333333,1,0,0,0,0
0224e7521bba044c,xclick,/m/080hkjn,1,0.343230,0.725653,0.003912,0.334898,1,0,0,0,0
0230020d92acddd5,xclick,/m/080hkjn,1,0.015000,0.999375,0.128423,0.999056,1,1,1,0,0
0272d8d74e29f95d,xclick,/m/080hkjn,1,0.314103,0.465812,0.198653,0.500000,1,0,0,0,0
0289fb712afaf197,xclick,/m/080hkjn,1,0.465000,0.660000,0.865000,0.999167,0,1,0,0,0
02aa2b1f80f8097c,xclick,/m/080hkjn,1,0.248437,0.667188,0.606936,0.998844,1,1,0,0,0
02b4c7a6208404dd,xclick,/m/080hkjn,1,0.487500,0.800000,0.418125,0.891250,0,0,0,0,0
02bfb5e266293e2a,xclick,/m/080hkjn,1,0.075330,0.755179,0.341250,0.879375,1,0,0,0,0
02ce5959f76298f0,xclick,/m/080hkjn,1,0.632500,0.861875,0.336166,0.807365,1,0,0,0,0
02ea32cb500f5614,xclick,/m/080hkjn,1,0.153125,0.378125,0.268235,0.934118,1,0,0,0,0
03267dc5e29804ea,xclick,/m/080hkjn,1,0.117500,0.473750,0.153910,0.902662,1,0,0,0,0
0332058a7080cfa4,xclick,/m/080hkjn,1,0.164032,0.812253,0.087248,0.914989,0,0,0,0,0
033d10d78ca72791,xclick,/m/080hkjn,1,0.132992,0.780051,0.142000,0.870000,0,0,0,0,0
034280cce9d3e769,xclick,/m/080hkjn,1,0.000000,0.999375,0.000000,0.999056,0,1,0,0,0
034407bfca973d35,xclick,/m/080hkjn,1,0.129375,0.375000,0.263695,0.783658,1,0,0,0,0
0346913c7d240bf3,xclick,/m/080hkjn,1,0.227344,0.775781,0.031250,0.972917,0,0,0,0,0
0367589521db9059,xclick,/m/080hkjn,1,0.118000,0.659000,0.500000,0.861333,1,0,0,0,0
036a8f7836dbd029,activemil,/m/080hkjn,1,0.007812,0.998438,0.226562,0.848437,-1,-1,-1,-1,-1
036c72e6ada7cbc1,xclick,/m/080hkjn,1,0.151852,0.333333,0.784153,0.998634,1,1,0,0,0
0379c10a206dd8a5,xclick,/m/080hkjn,1,0.000000,0.999375,0.000000,0.999167,1,1,1,0,0
0380dafcc357afd7,xclick,/m/080hkjn,1,0.049375,0.648125,0.183099,0.999296,1,1,0,0,0
038f58fefbfbb709,xclick,/m/080hkjn,1,0.361538,0.998462,0.149451,0.997802,1,1,0,0,0
03b3126fc654f8f7,xclick,/m/080hkjn,1,0.057190,0.133987,0.001634,0.297386,1,1,0,0,0
03b3126fc654f8f7,xclick,/m/080hkjn,1,0.405229,0.669935,0.000000,0.501634,1,1,0,0,0
03b3126fc654f8f7,xclick,/m/080hkjn,1,0.691176,0.777778,0.000000,0.326797,1,1,0,0,0
03b3126fc654f8f7,xclick,/m/080hkjn,1,0.906863,0.988562,0.000000,0.071895,0,1,0,0,0
03c8f57671a5ccb2,xclick,/m/080hkjn,1,0.397996,0.741348,0.597500,0.817500,1,0,0,1,0
03d25f52e80238cf,xclick,/m/080hkjn,1,0.230000,0.843750,0.177298,0.757974,0,0,0,0,0
03f2b901661929b0,xclick,/m/080hkjn,1,0.442060,0.998569,0.000000,0.998355,1,1,0,0,0
0416cd693d0186d6,xclick,/m/080hkjn,1,0.345625,0.638750,0.000000,0.705054,0,1,0,0,0
044940ea27f5eb40,activemil,/m/080hkjn,1,0.388125,0.610000,0.258333,0.658333,-1,-1,-1,-1,-1
04544816f130932c,xclick,/m/080hkjn,1,0.000000,0.701471,0.311523,0.999023,1,1,0,0,0
04565130348bdf36,xclick,/m/080hkjn,1,0.150047,0.895620,0.031875,0.773125,0,0,0,0,0
049389aca9e6e5d4,xclick,/m/080hkjn,1,0.403125,0.817187,0.316229,0.998807,1,1,0,0,0
04ab6d3600f941f1,xclick,/m/080hkjn,1,0.805556,0.993464,0.493464,0.717320,1,0,0,0,0
04ad603e043990d1,xclick,/m/080hkjn,1,0.203750,0.826875,0.009443,0.986780,0,0,0,0,0
04ae3d634b32c2a8,xclick,/m/080hkjn,1,0.205882,0.802288,0.035948,0.950980,1,0,0,0,0
04af1f8eabf59e61,xclick,/m/080hkjn,1,0.213547,0.484478,0.286875,0.648750,1,0,0,0,0
04f44fa6084f901e,xclick,/m/080hkjn,1,0.112727,0.921818,0.104545,0.960909,0,0,0,0,0
04fe0ad2ade1c40e,xclick,/m/080hkjn,1,0.026250,0.131875,0.635577,0.999038,1,1,0,0,0
0505810d3d3ffb87,xclick,/m/080hkjn,1,0.037500,0.725625,0.141643,0.860246,0,0,0,0,0
051883801f04ee84,xclick,/m/080hkjn,1,0.205357,0.446429,0.224706,0.521176,1,0,0,0,0
051e299ac50f5183,xclick,/m/080hkjn,1,0.631250,0.846875,0.579258,0.999157,1,1,0,0,0
05380281c3a9bb5a,xclick,/m/080hkjn,1,0.143750,0.999375,0.000000,0.999194,0,1,0,0,0
0549d5db1f71f014,xclick,/m/080hkjn,1,0.114444,0.524444,0.578750,0.903125,1,0,0,0,0
05573e4fa60e6628,xclick,/m/080hkjn,1,0.143125,0.848750,0.052880,0.999056,0,1,0,0,0
056534d90c6a188f,xclick,/m/080hkjn,1,0.207500,0.520000,0.495798,0.850607,1,0,0,0,0
057418233b05f44d,xclick,/m/080hkjn,1,0.372500,0.677500,0.183693,0.688847,1,0,0,0,0
057418233b05f44d,xclick,/m/080hkjn,1,0.586875,0.863750,0.081537,0.761012,0,0,0,0,0
05811aaa9601c9bf,xclick,/m/080hkjn,1,0.435000,0.690625,0.235156,0.999219,1,1,0,0,0
059a627f3f4f7a19,xclick,/m/080hkjn,1,0.050781,0.898438,0.098958,0.958333,0,0,0,0,0
059b8e69ee70ee0d,xclick,/m/080hkjn,1,0.363750,0.526875,0.632270,0.930582,1,0,0,0,0
05a619b9944719c2,xclick,/m/080hkjn,1,0.023438,0.693750,0.000000,0.664459,1,1,0,0,0
05a71937f11e8991,xclick,/m/080hkjn,1,0.292529,0.678668,0.399375,0.964375,1,0,0,1,0
05ba25ac508f6f0c,xclick,/m/080hkjn,1,0.171875,0.858750,0.062323,0.980170,0,0,0,0,0
05ba9c0b9f9acf63,xclick,/m/080hkjn,1,0.001667,0.998333,0.167500,0.998750,1,1,0,0,0
05d618905a6ab450,xclick,/m/080hkjn,1,0.000000,0.999375,0.000000,0.999167,1,1,0,0,0
05e70196e96b98bd,xclick,/m/080hkjn,1,0.000000,0.999375,0.000000,0.999056,0,1,0,0,0
0601090a10865d88,xclick,/m/080hkjn,1,0.292500,0.974375,0.061713,0.996222,1,0,0,0,0
0608cb67c6808e24,xclick,/m/080hkjn,1,0.239171,0.889831,0.337500,0.932500,1,0,0,0,0
0617d46f2f103dfe,xclick,/m/080hkjn,1,0.000000,0.999375,0.000000,0.999056,0,1,0,0,0
0618c8efa93b2d25,xclick,/m/080hkjn,1,0.020625,0.587500,0.058259,0.906100,1,0,0,0,0
0618c8efa93b2d25,xclick,/m/080hkjn,1,0.476875,0.982500,0.143934,0.982865,1,0,0,0,0
0625b62eeeded707,xclick,/m/080hkjn,1,0.000000,0.540625,0.379167,0.999167,1,1,1,0,0
0625b62eeeded707,xclick,/m/080hkjn,1,0.600000,0.898750,0.227500,0.830833,1,0,0,0,0
0625b62eeeded707,xclick,/m/080hkjn,1,0.828750,0.945000,0.365833,0.840833,1,0,0,0,0
06347d6361b77800,xclick,/m/080hkjn,1,0.079906,0.548766,0.659375,0.999219,1,1,0,0,0
06496a14aec13e30,xclick,/m/080hkjn,1,0.134328,0.432836,0.288333,0.651667,1,0,1,0,0
065e2475243d9993,xclick,/m/080hkjn,1,0.676758,0.860352,0.324219,0.716146,1,0,0,0,0
066b8e5777e0bdb4,xclick,/m/080hkjn,1,0.273000,0.573000,0.436728,0.701389,1,0,0,0,0
0671bd2123afce85,xclick,/m/080hkjn,1,0.174231,0.443631,0.595703,0.869141,1,0,0,0,0
069ad842d01f0eec,xclick,/m/080hkjn,1,0.558891,0.810624,0.512308,0.701538,1,0,0,0,0
06aa58ca93856b13,xclick,/m/080hkjn,1,0.016886,0.212008,0.770000,0.999375,1,1,0,0,0
06c947722326fd65,activemil,/m/080hkjn,1,0.395625,0.623750,0.293724,0.540586,-1,-1,-1,-1,-1
06c947722326fd65,xclick,/m/080hkjn,1,0.033125,0.235000,0.067782,0.334728,1,0,1,0,0
06c947722326fd65,xclick,/m/080hkjn,1,0.110625,0.948125,0.000000,0.901255,1,1,1,0,0
06c947722326fd65,xclick,/m/080hkjn,1,0.520625,0.565625,0.051883,0.181590,1,0,0,0,0
06c947722326fd65,xclick,/m/080hkjn,1,0.536250,0.564375,0.048536,0.229289,1,0,0,0,0
06c947722326fd65,xclick,/m/080hkjn,1,0.801250,0.887500,0.019247,0.200000,1,0,1,0,0
06e7803b17eaf137,xclick,/m/080hkjn,1,0.393750,0.487500,0.782814,0.915958,0,0,0,0,0
06e7c10663be09c0,activemil,/m/080hkjn,1,0.230769,0.548781,0.627500,0.979375,1,0,0,0,0
070136186884b536,xclick,/m/080hkjn,1,0.028125,0.998438,0.000000,0.997917,0,1,0,0,0
071a6cf8b3b121da,xclick,/m/080hkjn,1,0.070625,0.165000,0.224745,0.404072,1,0,0,0,0
071a6cf8b3b121da,xclick,/m/080hkjn,1,0.213125,0.301250,0.405638,0.578700,1,0,0,0,0
071a6cf8b3b121da,xclick,/m/080hkjn,1,0.269375,0.441250,0.293657,0.694597,1,0,0,0,0
071a6cf8b3b121da,xclick,/m/080hkjn,1,0.495625,0.612500,0.317933,0.484730,1,0,0,0,0
071a6cf8b3b121da,xclick,/m/080hkjn,1,0.600000,0.745625,0.218481,0.700861,1,0,0,0,0
071a6cf8b3b121da,xclick,/m/080hkjn,1,0.811250,0.945625,0.241973,0.500392,1,0,0,0,0
072c2abc732bc4ca,xclick,/m/080hkjn,1,0.000000,0.999375,0.000000,0.999188,0,1,0,0,0
07597b504fc05c3c,xclick,/m/080hkjn,1,0.341429,0.525714,0.700837,0.989540,0,0,0,0,0
07625e363b753442,xclick,/m/080hkjn,1,0.144643,0.351786,0.460131,0.630065,1,0,0,0,0
0781fce7459944d9,xclick,/m/080hkjn,1,0.317187,0.798437,0.110899,0.961759,1,0,0,0,0
079134d5975ceda7,xclick,/m/080hkjn,1,0.577187,0.973413,0.337500,0.901250,1,0,0,0,0
0793578dd1e9abe1,xclick,/m/080hkjn,1,0.035625,0.833750,0.028333,0.987500,0,0,0,0,0
079ad7a17ea366d0,xclick,/m/080hkjn,1,0.148750,0.858750,0.025833,0.920000,1,0,0,0,0
07c199b6dd560f08,xclick,/m/080hkjn,1,0.078154,0.513183,0.433125,0.856875,1,0,0,0,0
07c381dba3199d53,xclick,/m/080hkjn,1,0.396875,0.659375,0.139279,0.388778,1,0,0,0,0
07e85b4b23b97e4e,xclick,/m/080hkjn,1,0.275000,0.838710,0.000000,0.800242,1,1,0,0,0
07fca2ee224e55d8,xclick,/m/080hkjn,1,0.505000,0.931250,0.550000,0.884167,1,0,0,0,0
08024d2c770a0eff,xclick,/m/080hkjn,1,0.066250,0.861875,0.132743,0.871681,1,0,0,1,0
0831e9930308c00c,xclick,/m/080hkjn,1,0.315000,0.664375,0.037771,0.982059,0,0,0,0,0
0844d90e3d510c04,xclick,/m/080hkjn,1,0.147297,0.812162,0.095729,0.932253,0,0,0,0,0
084974c1cf6dd2eb,xclick,/m/080hkjn,1,0.000000,0.859375,0.139062,0.998438,1,1,0,0,0
084974c1cf6dd2eb,xclick,/m/080hkjn,1,0.215625,0.914062,0.000000,0.695312,1,1,0,0,0
088a58e0370a6f10,xclick,/m/080hkjn,1,0.743125,0.999375,0.036689,0.999059,1,1,0,0,0
089d8b431719dd7c,xclick,/m/080hkjn,1,0.687500,0.925000,0.396667,0.982500,1,0,0,0,0
089f5c85cc92add4,xclick,/m/080hkjn,1,0.105785,0.533884,0.313008,0.997967,1,1,0,0,0
08aea287d1a47596,activemil,/m/080hkjn,1,0.366250,0.732500,0.065666,0.911820,-1,-1,-1,-1,-1
08b5e292eab6d28e,xclick,/m/080hkjn,1,0.130000,0.155625,0.713333,0.984167,1,0,0,0,0
08b5e292eab6d28e,xclick,/m/080hkjn,1,0.162500,0.333750,0.643333,0.999167,1,1,0,0,0
08b5e292eab6d28e,xclick,/m/080hkjn,1,0.331250,0.494375,0.455000,0.884167,1,0,0,0,0
08b5e292eab6d28e,xclick,/m/080hkjn,1,0.591250,0.705000,0.391667,0.813333,1,0,0,0,0
08bdb37b8cfffc1a,xclick,/m/080hkjn,1,0.343340,0.486554,0.315822,0.463415,1,0,0,0,0
08c86fd18f764e1e,xclick,/m/080hkjn,1,0.210000,0.725000,0.022500,0.948333,0,0,0,0,0
08d1d4fda0396e13,xclick,/m/080hkjn,1,0.131250,0.789375,0.000000,0.892120,0,1,0,0,0
08d7695260e29dcd,xclick,/m/080hkjn,1,0.620625,0.834375,0.528801,0.999056,1,1,0,0,0
08d7dca9916d12e1,xclick,/m/080hkjn,1,0.409375,0.590625,0.699046,0.999133,1,1,0,0,0
08dee5a9b2568bd5,xclick,/m/080hkjn,1,0.150000,0.932500,0.142636,0.909302,0,0,0,0,0
08e1adbbc659e5f5,xclick,/m/080hkjn,1,0.022917,0.094792,0.393056,0.963889,0,0,0,1,0
08e1adbbc659e5f5,xclick,/m/080hkjn,1,0.111458,0.236458,0.386111,0.959722,0,0,0,1,0
08e1adbbc659e5f5,xclick,/m/080hkjn,1,0.255208,0.463542,0.715278,0.927778,0,0,0,1,0
08e7a9837d8b7a9f,xclick,/m/080hkjn,1,0.183125,0.832500,0.058546,0.959396,0,0,0,0,0
091c0604a8fd3897,activemil,/m/080hkjn,1,0.000000,0.510000,0.356250,0.999375,-1,-1,-1,-1,-1
091c0604a8fd3897,xclick,/m/080hkjn,1,0.339167,0.808333,0.225625,0.999375,1,1,0,0,0
093c3be2e892c05f,xclick,/m/080hkjn,1,0.785625,0.999375,0.584500,0.999066,1,1,0,0,0
09439a422b11e936,xclick,/m/080hkjn,1,0.336667,0.999333,0.000000,0.810000,0,1,0,0,0
094d5f01c70777f9,xclick,/m/080hkjn,1,0.209375,0.810000,0.010387,0.954674,1,0,0,0,0
095a5dcc6693b038,xclick,/m/080hkjn,1,0.113266,0.439876,0.431875,0.788750,1,0,0,0,0
096f212f8195db15,activemil,/m/080hkjn,1,0.003125,0.451250,0.597656,0.994531,-1,-1,-1,-1,-1
096f212f8195db15,xclick,/m/080hkjn,1,0.543125,0.822500,0.510156,0.996875,0,0,0,1,0
096f212f8195db15,xclick,/m/080hkjn,1,0.653125,0.878125,0.000000,0.469531,1,1,0,1,0
098d5aa9b81bedf5,xclick,/m/080hkjn,1,0.620624,0.876064,0.573750,0.858125,1,0,0,0,0
09a7d8cd35bf662f,xclick,/m/080hkjn,1,0.033469,0.966531,0.025000,0.980000,0,0,0,0,0
09bc555d09285143,xclick,/m/080hkjn,1,0.185000,0.815000,0.064212,0.989613,0,0,0,0,0
09c254a2fda86eb2,xclick,/m/080hkjn,1,0.191875,0.806250,0.001889,0.994334,0,1,0,0,0
09f02db158a20361,xclick,/m/080hkjn,1,0.002814,0.220450,0.460625,0.701875,1,1,0,0,0
0a00907baee39c7f,xclick,/m/080hkjn,1,0.175810,0.523691,0.385625,0.576875,1,0,0,0,0
0a00907baee39c7f,xclick,/m/080hkjn,1,0.877805,0.998753,0.385625,0.500000,1,1,0,0,0
0a1e3414044866a9,xclick,/m/080hkjn,1,0.000000,0.998333,0.125000,0.825000,0,1,0,0,0
0a31cb8397e53775,xclick,/m/080hkjn,1,0.227344,0.689844,0.090625,0.887500,0,0,0,0,0
0a41db1748f0e533,xclick,/m/080hkjn,1,0.285000,0.707500,0.010387,0.978281,0,0,0,0,0
0a45ea2cceec28fa,xclick,/m/080hkjn,1,0.218125,0.831875,0.052500,0.871667,1,0,0,0,0
0a5ec18b7ee4eb84,xclick,/m/080hkjn,1,0.328125,0.480625,0.375000,0.563910,0,0,0,0,0
0a674f7ca53c3261,xclick,/m/080hkjn,1,0.279375,0.465625,0.693396,0.960377,1,0,0,0,0
0a92083006cf1f97,activemil,/m/080hkjn,1,0.048353,0.340575,0.573750,0.838125,0,0,0,0,0
0a92083006cf1f97,xclick,/m/080hkjn,1,0.240364,0.460406,0.182500,0.510000,1,0,0,0,0
0a92083006cf1f97,xclick,/m/080hkjn,1,0.338472,0.575333,0.445625,0.765000,0,0,0,0,0
0a92083006cf1f97,xclick,/m/080hkjn,1,0.613875,0.953048,0.481250,0.766250,0,0,0,0,0
0a94eb2ed0610598,xclick,/m/080hkjn,1,0.234375,0.758750,0.046270,0.982059,0,0,0,0,0
0aa8b94ef8b2a9e2,xclick,/m/080hkjn,1,0.096250,0.357500,0.740150,0.886492,1,0,0,0,0
0aa8b94ef8b2a9e2,xclick,/m/080hkjn,1,0.666875,0.905000,0.802064,0.996248,1,1,0,0,0
0aa993beff298786,xclick,/m/080hkjn,1,0.001634,0.964052,0.063725,0.942810,0,1,0,0,0
0aac74b842e96d6b,xclick,/m/080hkjn,1,0.094747,0.908068,0.000000,0.928750,1,1,0,0,0
0aca91c46011fdc2,xclick,/m/080hkjn,1,0.458125,0.771875,0.698333,0.999167,0,1,0,0,0
0adbc9d1a8f05054,xclick,/m/080hkjn,1,0.168750,0.943750,0.148201,0.882014,1,0,0,0,0
0ade75a667a41ca4,xclick,/m/080hkjn,1,0.663907,0.900662,0.544118,0.917647,0,0,0,1,0
0ae10d73844dea18,xclick,/m/080hkjn,1,0.197500,0.826875,0.014164,0.982059,0,0,0,0,0
0ae39884897d90bb,xclick,/m/080hkjn,1,0.069149,0.998227,0.000000,0.996923,0,1,0,0,0
0aef84fa71318e0b,xclick,/m/080hkjn,1,0.271875,0.481250,0.422159,0.678128,1,0,0,0,0
0af6fb0ae633a7bb,xclick,/m/080hkjn,1,0.153704,0.481481,0.430270,0.798919,1,0,0,0,0
0af8d97606631216,xclick,/m/080hkjn,1,0.198750,0.762500,0.036827,0.990557,0,0,0,0,0
0b01d1d7e64b2bd4,xclick,/m/080hkjn,1,0.189063,0.839063,0.267188,0.939062,1,0,0,0,0
0b2d53930a5660d7,xclick,/m/080hkjn,1,0.202778,0.848148,0.030556,0.616667,1,1,0,0,0
0b31df029dcf3c01,xclick,/m/080hkjn,1,0.107417,0.887468,0.080000,0.910000,0,0,0,1,0
